Dealership_Name,Location,Total_Cars_Sold,Total_Revenue
Paris,Boucher-sur-Baron,3365,33036591.2
Rey S.A.,Peltier,4558,42159252.53
Adam Marion S.A.S.,Evrard,2477,28231531.51
Auger SARL,Gautier-sur-Parent,2495,10924917.08
Delorme SARL,Raymond,2167,37904264.55
Lefebvre,Torres,378,3566060.77
Coulon et Fils,Bourgeois,4220,12350415.54
Gérard,Saint Christellenec,2903,30931619.43
Gaillard Barbe SA,Guillaume-sur-Payet,935,41060239.59
Maillot SA,Saint RaymondBourg,3421,13828106.99
Fouquet,Josephboeuf,4678,40783304.78
Letellier S.A.S.,Fabre-les-Bains,4069,4794823.12
Le Gall SA,Neveu,1705,14735861.29
Leleu,Martin,4687,44518321.91
Denis,Lacroix,906,15296686.1
Huet Lucas S.A.R.L.,Michaud,3143,5163689.21
Bernier,Valette,2724,24940818.54
Vasseur SA,Carpentier,2466,46596581.25
Lesage Allard S.A.R.L.,Sainte Isaac-sur-Mer,2579,8125466.4
Gonzalez SARL,Poirier-sur-Olivier,1013,9636123.7
Grégoire,Brun,1252,2437089.82
Monnier,Regnier-sur-Mer,1349,16527273.72
Camus Maillard S.A.S.,Saint Virginie-sur-Mer,4193,20273163.16
Diaz Vaillant S.A.S.,Pereira,3292,26309553.33
Besnard,Sainte Louisenec,2883,31993297.85
Ledoux,Guilbert,3984,32393530.77
Bègue Texier et Fils,Laroche-sur-Chartier,4712,27378575.81
Lefort,Sainte Lorraine,772,17788323.68
Jacquet,Lamy,778,29217184.8
Marion SA,Royer-sur-Bertin,614,45609018.84
Philippe Sanchez S.A.R.L.,Raynaud,1050,44565288.6
Hubert,Sainte Danielleboeuf,1247,40394550.91
Lévêque,Ruiz-les-Bains,1888,25791517.95
Perrin et Fils,FontaineBourg,3861,7481565.89
Bertrand SA,Maurydan,4793,36509754.4
Hervé,Olliviernec,1712,30620283.62
Laurent,Saint Gilbert-les-Bains,4689,22922352.2
Martins Goncalves SARL,Saint AliceBourg,3203,35659750.03
Allain et Fils,Mallet-les-Bains,523,19130811.59
Mallet,Saint Amélie,1839,1047486.26
Munoz,DanielBourg,3888,4063833.83
Chauvin,DupontBourg,4853,32693336.26
Arnaud Pelletier S.A.S.,Léger,4675,41342747.23
Albert et Fils,Sainte Roger,1699,4537216.1
Lagarde,Lévêque-sur-Vaillant,4003,27356666.27
Bousquet,Adam-sur-Pineau,2991,36556126.45
Fabre,Lemaître-les-Bains,3389,11067740.13
Collin,Payet-les-Bains,1626,20086966.42
Courtois,Maillard,386,16594592.42
Boyer S.A.R.L.,Saint Michelleboeuf,4935,45675284.7
Collin,Saint Lucy,1524,7397661.87
Martin,LagardeBourg,2681,22806635.36
Gallet SARL,Giraud,396,15898436.75
Rocher et Fils,Bertrand,1552,40401383.94
Bègue,Saint AliceBourg,3670,45572969.06
Blanchet et Fils,Sainte Lucie,2492,49009261.34
De Oliveira et Fils,Saint Gabrielle,1714,21609020.17
Brunet Faure S.A.S.,Lecomte,4628,48273561.54
Lefort Maréchal et Fils,Colas-sur-Carpentier,3368,34069120.05
Gosselin SA,Saint Louise-sur-Mer,2081,33669437.28
Munoz,Sainte Susanne,2074,25088596.57
Lemaire,RegnierVille,4110,15256520.33
Faivre,Gonzalezdan,3422,4160665.06
Barbier,Hubert,3786,45996367.87
Laporte S.A.S.,Saint Édouardnec,3804,18369334.22
Gaillard Ferrand S.A.,Colin,2380,20268757.75
Deschamps S.A.,Sainte Céline,131,42056167.71
Laporte,Nicolas,3103,29376040.05
Giraud,Moreau-sur-Godard,4902,25137754.67
Georges Léger S.A.,Robert,3328,2099363.64
Gérard,ThomasBourg,2987,32708178.1
Mary SA,Ferrand,1646,6718003.95
Laroche,Saint Vincent-sur-Mer,3036,15153071.96
Barbe Boutin S.A.S.,Ramosnec,4975,5858994.2
Normand et Fils,JacquotBourg,2172,22101914.78
Pichon,ToussaintBourg,3540,26125802.93
Dijoux Collin et Fils,Sainte Anastasie,2528,33859336.85
Moreau,Cousin-sur-Cordier,269,13062675.93
Martins,Renarddan,113,14801278.35
Bertrand,Sainte Améliedan,4901,41258678.45
Huet SARL,Mendès-sur-Colas,3936,7770771.61
Muller SARL,Rocheboeuf,3296,28541045.21
Adam,Berger,4242,31887489.49
Paul Allard SA,Renaud,960,17893180.52
Robin Chauveau S.A.S.,Pons,3283,33227207.38
Maillard,BertinVille,1324,39005467.57
Pruvost,Sainte Bernard,1199,32839532.63
Marty Voisin SARL,Saint PhilippineBourg,4647,43999799.7
Lagarde,Techerboeuf,2703,18495310.79
Millet,Gonzalez-la-Forêt,691,48051617.66
Vaillant,Joseph,1900,28047869.65
Jacquot Gilles S.A.R.L.,LamyVille,510,2109106.17
Maréchal S.A.,Bonneau,4324,18859609.3
Bodin,Gilbertnec,4314,3565686.43
Martin,Delaunay-sur-Verdier,984,47803531.05
Guichard,Fouquet-les-Bains,4155,43075338.94
Girard SARL,Vaillant-la-Forêt,4776,11627127.99
Ruiz Riou et Fils,Rousset,2653,28788179.18
Sanchez,Pineaudan,4851,21103702.47
Fouquet Étienne S.A.,Aubry,2759,43165583.7
Petit SA,Lecoqboeuf,899,35198608.5
François SA,Saint Manon-les-Bains,2627,12954258.29
Meyer,Saint Françoise,1679,11323271.15
Chevallier,Lebreton,4147,21244188.11
Charrier,Merle-sur-Foucher,2978,29394157.81
Humbert Baudry SARL,Laurent,3453,19934538.06
Paul S.A.R.L.,Martinsdan,2358,17917662.25
Jacob,Sainte Véronique,1408,21501205.29
Couturier S.A.,Guillou,4895,46521055.73
Dumas Costa S.A.S.,Sainte William,337,17776185.99
Gérard S.A.,Vallée,1724,32528844.42
Morvan Lebreton S.A.R.L.,Fernandes-sur-Paul,4869,14690420.69
Fernandes,Hamon,4922,18710719.92
Lefebvre,Wagner,2049,48827636.53
Costa,Gosselinboeuf,2110,28891674.45
Étienne S.A.R.L.,Baudry,3168,14981279.37
Lagarde SA,BrunelVille,4839,8139618.84
Menard,Masse-sur-Lebrun,4249,28996495.42
Boyer SARL,Blanchard-sur-Riou,193,33569468.77
Pelletier,Sainte François,4660,12952051.72
Charrier S.A.S.,Breton-la-Forêt,3148,1348707.9
Maury,Salmon,722,34770430.55
Potier S.A.,Denisnec,765,36715803.39
Ollivier,Pires,4683,3798550.96
Lefèvre Dupuis SA,Maillard,2418,22241587.75
Da Silva Pruvost SA,Breton-la-Forêt,4821,15519331.67
Schneider SA,Masson,2393,14242814.51
Salmon S.A.,Bonneau,2957,32495502.67
Ollivier,Sainte Marie,2050,4976496.12
Thibault,Laroche,663,14120749.62
Chrétien Dos Santos SA,Rossidan,4518,22147256.61
Collet,Millet,4258,41434483.59
Antoine,Saint ZoéVille,4877,14122450.29
Michel,Vaillant-sur-Delaunay,4412,35087115.61
Brun Carre SARL,Saint Étienne-sur-Mer,4693,44337695.9
Robert SA,Lacombe,3293,29603882.39
Bertrand,Henry,138,22436172.64
Picard Caron S.A.,Mallet,4363,25799317.19
Guichard,Saint Zacharie,4965,7910808.48
Guillot,Dupontboeuf,4052,28332548.95
Bonneau,Schneider,3236,43469779.23
Adam et Fils,Fischer,3916,22312123.72
Laurent Hoarau SA,DenisBourg,3480,47453547.21
Laroche,Blot,4960,37577027.33
Dupont Riou et Fils,Saint MaggieBourg,2306,7471759.0
Mace et Fils,Bonnet,3842,16842537.85
Barre Thibault et Fils,RuizBourg,4790,22230489.52
Turpin,Sainte Stéphanie,4354,20054384.41
Bousquet,Roger-sur-Girard,2400,41640444.6
Salmon S.A.R.L.,Benoitboeuf,1553,9876747.59
Launay Bousquet S.A.R.L.,Pintodan,903,45798313.74
Thomas Berthelot S.A.S.,Parentnec,3518,46497425.48
Meunier,Mahe-les-Bains,4630,22711057.18
Collin,Sainte Lucas,2933,39307007.18
Barbe Alexandre S.A.R.L.,De SousaBourg,3392,44627080.61
Lefort et Fils,Barre,125,16318716.54
Perez Lopez S.A.,Weiss-sur-Mace,2227,32174422.95
Guillou Pelletier et Fils,Clémentboeuf,2840,31711766.82
Peron,Parent-sur-Leclerc,2168,1570793.1
Marques Collin et Fils,Sainte Élisabeth,4691,10662605.36
Lacroix Laporte S.A.R.L.,Guilbert,3402,27973091.28
Martins,Chrétien-sur-Mer,964,39401698.03
Lemaître,Saint Stéphanie,4795,5285262.51
Renard S.A.,Vallée,3099,33581430.06
Vasseur et Fils,Lévêque-sur-Laurent,4845,26887541.11
Pichon,Lecomte,3833,24029444.55
Toussaint Cohen S.A.S.,Gilles,1503,9083797.17
Descamps Descamps S.A.R.L.,Diaz,3938,47537123.34
Perez SARL,Sainte Jeannec,4538,11054843.7
Parent et Fils,Lebrunboeuf,2612,22674694.99
Lecoq,Michel,4498,10398480.43
Voisin Langlois et Fils,Sainte Brigitte,3445,40063993.66
Mallet,Hamonboeuf,1015,11663414.01
Gillet,Verdier-les-Bains,1838,16339096.28
Antoine,Pelletier,688,7298813.41
Guibert,Dupont,3781,42593586.76
Humbert,Thomas,3830,37759120.68
Chevalier,De Oliveiranec,631,46442883.37
Barthelemy S.A.,Pelletier,4889,11349040.76
Evrard,Saint Danielleboeuf,1630,40601862.2
Leleu,Cousin,1202,33318103.92
Clerc SARL,ÉtienneBourg,3853,3072710.99
Jourdan,De Sousa,668,23558913.8
Valette,ClémentBourg,3814,35474591.14
Pelletier Barre S.A.,Pruvost-sur-Delorme,4930,3785674.65
De Oliveira SA,Couturier,4468,7142451.59
Berger Schneider S.A.,Saint ManonVille,633,21119189.4
Martins,Valentinnec,4475,43041318.91
Masse SA,Hardy,4795,29843132.74
Bonnet Girard SARL,Sainte Lorraine,570,21024279.67
Brun,Blanchard-sur-Mer,2717,22725151.44
Dupuy,Bonneau,835,14783845.15
Grégoire,BuissonVille,3642,11269816.59
Petitjean Durand et Fils,Blondelnec,4234,31642005.56
Girard,Normand,100,16928389.69
Gautier S.A.S.,Étiennedan,2889,13440060.68
Roche,Gosselin,4673,35557761.49
Fontaine,Saint Valentine,1232,42316852.79
Bertrand Pons SARL,Vaillant,2771,24598542.1
Couturier S.A.S.,Lévêque-les-Bains,4557,23974858.99
Paul et Fils,Thomas,4827,41050670.23
Perrin Lemonnier SARL,Sainte RenéeBourg,4531,14140833.81
Humbert,Saint Michel,3713,21041871.13
Dubois,Saint ÉdithVille,4281,39621297.25
Louis,Parent,919,48184284.62
Becker,De Oliveira,4271,25367173.07
Loiseau Vallet SARL,Bernard,4824,44115724.41
Guichard,Sainte Suzanne,3162,13859093.72
Salmon SARL,Bretonnec,634,7784320.87
Maury,Blanchet,429,4560533.71
Blot,Hebert,3164,18061640.34
Bigot,Étienne,3885,36641727.44
Barthelemy,Fernandes,3079,48517728.54
Devaux S.A.S.,Prévost,4092,17317007.86
Grondin,Michel-la-Forêt,1515,27076688.03
Tessier,Lejeune,4590,4452552.69
Poirier,MauryVille,1921,34680437.44
Da Costa SA,Sainte Lorraineboeuf,3505,41602083.13
Meyer,Saint Rogernec,2950,10230556.48
Allard Meyer SA,Munoz,1010,18811878.78
Letellier,Perrier,3023,21813937.02
Henry S.A.R.L.,Cohen,3582,13763079.54
Godard Pottier S.A.R.L.,Sainte ChristineVille,1667,10279294.72
Collin,Rivièrenec,1376,43943055.65
Duval,Chartier-la-Forêt,591,11450624.85
Durand S.A.R.L.,Sainte Marc,2437,44378957.49
Leroux,Petit-sur-Neveu,1373,44016159.59
Masson,Masson-la-Forêt,1964,16571479.73
Klein,Maury,4576,46166865.41
Raymond S.A.R.L.,Antoine-sur-Duhamel,939,5087511.91
Chauvet,CohenVille,3782,3253443.69
Jacques et Fils,Sainte Frédéric,3952,24271671.25
Labbé SA,Saint Patrick,3697,28390068.68
Chevallier SARL,Foucher,3854,39726963.18
Lopez,Bodin,2687,16337104.85
Rémy et Fils,Sainte Bertrandnec,2675,45076844.1
Delmas Lucas S.A.,Cohen,1863,2139612.19
Bonnin S.A.S.,Saint Antoine-sur-Mer,4923,3008781.17
Pascal,Saint Michelleboeuf,725,45605478.47
Brun,Marty,3611,44268922.3
Seguin S.A.R.L.,Baudry,1528,8873569.15
Perret,PeronBourg,824,26710956.18
Perret,Delmas,1025,6002764.76
Briand SA,Sainte Martheboeuf,737,9373747.16
Chauvin Prévost S.A.,Laporte-les-Bains,2267,47154313.73
Marques,Saint Sophie,926,28289238.96
Pruvost Peron SA,Ferrand,391,12929246.84
Bigot,Gauthier-les-Bains,3970,36758574.75
Lopes,GrégoireBourg,4299,37094562.71
Duval,Devaux-sur-Hebert,1579,42465196.21
Barthelemy Jourdan S.A.,Saint Marianne,4216,1594282.5
Garcia,Saint Laurence,1236,35413477.5
Coulon,Rossiboeuf,1296,28393492.08
Garnier S.A.S.,Pichon,2622,39903643.68
Fontaine SARL,Saint Odettedan,2713,22295522.64
Lefort Rocher S.A.S.,Gimenez-la-Forêt,488,3265592.84
Fleury,Saint Pauline-sur-Mer,987,31783393.42
Fouquet,Giraud,3871,34302384.88
Chauvet Arnaud S.A.R.L.,Charrierdan,2939,23232875.69
Meunier SARL,ChevallierBourg,894,18424950.44
Nicolas,Maurice,1453,25660977.96
Marchand,Leconte,3556,37740860.91
Techer,Salmonboeuf,995,21709523.85
Dupuis,Peronboeuf,1506,47485493.89
Gomez,Saint Émile,1978,13477746.14
Collin Mallet S.A.,JosephBourg,4639,40859187.5
Colin,Gaillard,2603,15229650.24
Bourgeois,Sainte Margot,3616,5544949.63
Martineau,Laine,4698,15320436.69
Poirier S.A.R.L.,Henry-les-Bains,1712,10618661.4
Chevalier,Dupuis,774,15806282.36
Schmitt,Chauvin,3565,34057449.82
Rey Gomez S.A.R.L.,Navarro-sur-Blanchard,1828,9493797.07
Michel,Gillet-la-Forêt,2125,19873548.4
Guérin,Saint Franck,4505,31131607.99
Morel,Saint Josette,3794,25277587.63
Ferreira,Charpentier,1519,38105272.02
Le Goff Laine S.A.R.L.,Couturier,1985,6033009.77
Fleury et Fils,Bailly,1370,14180273.31
Fernandez Rolland S.A.R.L.,Godard,2451,33836837.91
Guillaume et Fils,Traore-la-Forêt,1035,4283612.37
Marin,Roussel,1964,22018819.99
Rivière,Benoitnec,4869,7143885.22
Albert Laporte S.A.S.,Thibault-la-Forêt,1003,18597806.76
Ollivier S.A.,Vidal,3770,22864974.42
Delorme,Schmitt-les-Bains,3935,37991440.86
Colin et Fils,Moulin-sur-Mer,1945,36108459.42
Clerc,Menard,1743,19590917.14
Gautier,Labbé-les-Bains,2477,6997032.24
Bouvet Bodin S.A.R.L.,Mendès-sur-Fischer,1766,24988528.57
Andre,Legrand,2713,18067973.01
Fernandez et Fils,Saint Bertranddan,3950,18742334.69
Chauveau Pons S.A.R.L.,Martinsdan,491,12613498.39
Dubois,Collin,1698,3573145.62
Paul,Colas,1244,48846053.44
Nguyen,Ribeiro,3450,24737363.88
Deschamps Lemoine SARL,Humbert,2434,33135144.18
Coulon,Aubry-sur-Masse,126,10763028.55
Gérard S.A.S.,Saint Gabrielle,4958,1725934.31
Marie,Martinsnec,3720,49973707.97
Faure,Samson-sur-Rodriguez,2986,43651601.61
Thierry,Besnard-sur-Gilles,3849,31130469.55
Guillou Payet SARL,Gauthier-sur-Legendre,4245,41997087.52
Coulon SA,Saint Aimé,1134,26453009.54
Lecoq,Sainte Claudedan,282,17712491.45
Carre Pinto S.A.,Garcia-la-Forêt,4641,32895879.1
Da Costa,Saint Adèle,3670,44164220.16
Clément Lenoir SA,Sainte Dianedan,536,18929998.31
Bruneau,Sainte Zacharie,1861,49011519.86
Rossi Rémy S.A.R.L.,GimenezBourg,1015,46064289.35
Cohen et Fils,Gomes,834,28167132.14
Coste,Dos Santos-les-Bains,1932,33737387.31
David,Boutin,1289,7706342.69
Klein Vidal S.A.S.,Sainte PhilippineVille,4806,41039607.5
Delannoy Seguin S.A.R.L.,Barthelemy,1628,29163660.98
Meunier Renault SA,Robin,4791,29127161.69
Hoarau,MarinVille,4418,9430074.11
Becker,Camus,4833,26994067.91
Evrard Humbert SARL,PhilippeVille,1335,17282364.52
Bouchet S.A.S.,Saint Andrée,586,47309391.7
Reynaud Marion SARL,Lefèvre,457,4663675.73
Julien Simon SA,Saint Frédéric,4005,40675361.57
Bousquet et Fils,Perez,4218,2148898.45
Nguyen S.A.R.L.,Imbert,298,27305773.43
Dupuis,Samson-la-Forêt,1442,18786451.94
Lefebvre,Perrier-sur-Mer,1769,23069879.76
Hardy Hardy S.A.R.L.,Fernandez-les-Bains,4209,4350114.03
Peltier,Sainte Victorboeuf,4112,46792172.33
Briand,Lemoine,1891,9066589.4
Pons S.A.,Sainte Richard,4816,22167918.86
Vidal,Tanguy-sur-Mer,3446,21015021.68
Launay Fabre SARL,Monnier,3158,6149069.97
Devaux et Fils,Millet-sur-Lecomte,3665,22100988.08
Simon Bigot S.A.R.L.,Dupuy-sur-Lemoine,1902,3085315.37
Bousquet Bailly S.A.,Leroy-sur-Ruiz,4448,18465214.67
Lemonnier,Mary,459,12455845.24
Gosselin,Launay-sur-Mer,3698,48735501.67
Henry Le Gall SA,Toussaint,2495,49481336.97
Langlois Barbe SARL,Faure-sur-Leleu,1136,11253269.25
Ledoux Pottier S.A.R.L.,Sainte Colette,3159,9029289.53
Garcia SARL,Collin,4672,38868640.45
Auger,Garnier-la-Forêt,4246,14374911.67
Lecomte,Rousset-sur-Merle,3211,26711454.15
Pierre,Bèguedan,1977,2464877.24
Briand,Vasseur,960,24932819.85
Chevalier Ollivier S.A.S.,Sainte Lucboeuf,4831,27153342.35
Denis S.A.S.,Dupuis-sur-Mer,1794,10081486.81
Maréchal De Sousa S.A.R.L.,Sauvage,1142,28060682.91
Boulanger,Marin,3683,49928984.32
Vasseur Lévy et Fils,Schmitt-les-Bains,1950,34946865.62
Duval,GirardBourg,3387,20230954.82
Raynaud,Marchal-sur-Barthelemy,146,32577070.21
Charrier SA,Loiseau,4613,46932952.21
Fischer,Guichard,4436,19369914.33
Mace,BessonBourg,2233,38831986.35
Poulain S.A.,Gérard,1218,7267933.58
Petitjean S.A.S.,Boutin,1395,11381253.79
Gros et Fils,Boulay,1689,32632583.11
Bouchet,Collindan,626,4414203.13
Boucher,Delaunaydan,3239,10603494.5
Bousquet SARL,Saint Marie,4139,3438100.79
Moreau,Saint Océaneboeuf,4640,5788581.79
Lecomte Ollivier SA,Seguin,686,36466851.48
Simon,Gaillard,814,19120480.18
Ledoux S.A.,Julien-les-Bains,1816,47748150.21
Leclercq S.A.S.,Saint Éric-la-Forêt,4607,20230607.19
Bouchet Vallée et Fils,Reynaud,1355,31249203.4
Renault,Valettedan,2267,18334989.94
Martinez Barbe S.A.S.,Saint Sylvie,2133,25146040.4
Gautier Normand SA,Sainte ThéodoreBourg,1688,23394999.39
Leconte Launay S.A.R.L.,Saint Anastasie,633,28903687.25
Morin,Lefort,2500,22986209.16
Seguin SA,Regnier-sur-Mer,1349,35899693.93
Blot,Guillet,2606,44680745.86
Olivier,Guillot,4038,30198106.38
Rodriguez,Merle-sur-Guichard,270,35211930.08
François,Benoit,3873,25700829.48
Dupuis,Diazboeuf,368,9226487.91
Marty et Fils,Maillard-la-Forêt,3301,21385714.42
Menard,Coste,2657,44316730.14
Godard S.A.S.,Verdier,3181,43128079.96
Lebon,Mercier,3952,20994392.99
Martineau,Duval,3069,47445758.57
Morin,Lemaître,4911,35009537.56
Gomes,Meunier-les-Bains,3848,15038333.67
Mary Benard et Fils,Leleudan,2090,14521914.68
Samson,RivièreVille,4426,13224580.51
Sauvage,Mallet-sur-Briand,116,40746466.82
Albert,Saint Adrienne,2677,9905306.33
Nicolas Nicolas SA,Maillot-sur-Riou,643,26255270.03
Thibault,Bonnet,4092,37138819.49
Le Gall Dumont SA,Benardnec,4973,21816476.63
Mercier Dupuis S.A.S.,Rey,1122,38612006.52
Maillet,Pruvost,3197,2893550.54
Torres SA,Nicolas-la-Forêt,2699,21211513.89
Delmas S.A.,ThierryVille,2540,38648668.83
Pineau S.A.S.,Evrard-sur-Raynaud,4612,31093364.47
Gosselin,Prévost-sur-Lévêque,2561,18738461.29
Boulay,Sainte Virginie,1153,40380732.89
Lucas et Fils,Marie-les-Bains,221,32753882.99
Gaillard S.A.R.L.,Saint Catherine,3736,32609951.02
Denis,Masson,4877,13603347.47
Dumont Dupré SARL,Philippe,4502,3775524.69
Lemaire,Leconte,848,25605681.33
Thibault S.A.S.,De Sousa,1469,27412570.38
Masson S.A.R.L.,Normand-la-Forêt,3854,44247455.87
Chevalier S.A.S.,Auger,756,37326553.2
Guillot,DelattreBourg,2693,25542838.2
Roussel et Fils,Sainte Laetitia-sur-Mer,1079,29992831.89
Fleury Turpin S.A.R.L.,Hoaraudan,314,19273776.34
Guillot,Paul-sur-Gilles,3667,2143834.77
Courtois,Bretonnec,2534,3513839.33
Peron,Sainte Gabriel,2350,32527294.52
Costa,Ferrand,4164,3295855.97
Perrin,Devaux,4003,22988187.45
Roux,Mahe,4128,20019842.54
Fouquet Perrot et Fils,Robert,3648,6748245.62
Poulain,Marie-les-Bains,1591,38541927.28
Bonnet,KleinVille,3633,47722507.26
Weber,Teixeiradan,2812,18399309.25
Rolland Breton S.A.,Saint Alice,2728,10571883.32
Bonneau,Bailly,3001,22363864.33
Poirier,Guillaume,3184,47355231.53
Poirier Langlois SA,Gonzalezboeuf,1212,16381516.22
Lévêque Colas S.A.R.L.,Laine,2874,7732272.06
Bonnet,Boucher-sur-Mer,1185,25058609.2
Paul S.A.R.L.,Pascal,4576,49395336.34
Philippe S.A.,Sainte JulietteBourg,3006,24464623.1
Charles SARL,Peron,3653,20173699.19
Joubert,Dupuis-sur-Mallet,307,9004974.97
Lucas,Saint Lucas,4651,45045570.1
Carlier SARL,Hoareau,204,22265703.76
Goncalves,Barthelemy,4039,42172133.69
Giraud Diallo S.A.S.,Saint Sophie,3635,40694680.79
Brun,Tessier-sur-Mercier,2382,3823397.6
Perrin Launay SA,Chevallier,4954,47809567.46
Philippe,Sainte Claire-les-Bains,1811,32070716.95
Robert Hoareau S.A.,Hubert-sur-Laroche,4135,3612384.36
Weiss S.A.,Moreno-sur-Bouvier,1099,3645474.25
Neveu Durand et Fils,Sainte Marceldan,2798,13629075.14
Maillard S.A.S.,Olivier,3107,26226615.88
Goncalves S.A.,Barthelemy,1506,5856634.14
Perrier,Clément-sur-Delaunay,1383,5123160.14
Paris,Maillet-la-Forêt,3717,3697296.28
Salmon,Benoit,3982,41372083.13
Delmas,Lopezboeuf,2636,44162296.76
Leblanc,Marchand,901,37095558.97
Dijoux,Parent,1294,8908595.22
Regnier,Dumas-sur-Lambert,4174,32462975.7
Cordier S.A.S.,Sainte Élodie,4678,48892466.73
Ruiz S.A.R.L.,Blanchard,2263,36327830.92
Lejeune Marques SARL,Saint SabineBourg,2838,44628233.46
Wagner,Durand,4458,26362561.69
Descamps Albert S.A.R.L.,Rodrigues,197,28539983.0
Aubert et Fils,Le Gall,3364,5095562.43
Simon Roger SA,Dumont,1562,28848343.05
Lacombe Baudry SA,Sainte Lucas,3418,1320353.8
Lelièvre,Martinez,4641,16555095.85
Lebreton Boutin SARL,Saint Camille-sur-Mer,4657,33447830.41
Imbert S.A.R.L.,Sainte Alice,2247,11794741.57
Turpin,Saint Célina-les-Bains,4109,43332589.4
Peltier,Vallée-la-Forêt,678,44796105.31
Moulin,Lefèvre,2264,33888937.82
Toussaint Becker SA,Humbert,810,11535601.77
Raynaud,Navarro-la-Forêt,3482,7796784.24
Joly,Berger-sur-Lemonnier,4796,39564074.23
Lefebvre,Gilbert,290,5443242.38
Lambert,Gautierdan,1828,37823687.5
Dubois,Henry,390,36652757.67
Boyer,WeberVille,890,24690308.12
Vallée et Fils,Laroche-sur-Masse,455,19827901.89
Pages,Moreau,2196,40779687.68
Prévost,Pages-sur-Ramos,4231,9094294.45
Nicolas SARL,Schmitt,3453,4731603.71
Bernier Robin et Fils,BourdonBourg,2811,18558374.57
Mace,Sainte Camille,583,9252041.57
Peltier Martineau S.A.S.,Bouchetnec,581,35941869.45
Simon et Fils,Schneider-la-Forêt,1356,35504441.64
Ferreira,GuilletVille,301,2217906.04
Bègue S.A.,Guillondan,1197,30294894.83
Dos Santos Le Roux S.A.R.L.,AllardVille,4881,5112153.93
Blanchard S.A.S.,BerthelotBourg,4109,30765725.29
Ruiz SARL,Vaillant,1114,24680347.88
Gay,BessonBourg,2683,22849736.63
Étienne Benoit S.A.R.L.,Sainte Pénélopedan,127,13387330.73
Rodriguez,Renaud-les-Bains,865,43563721.14
Pruvost,Raynaud-les-Bains,1110,26640233.34
Rodrigues,Becker,326,13090674.59
Gilles SA,David,4605,13207346.97
Dufour Techer S.A.,Blanc,3772,48450888.5
Rey Roy et Fils,Delmas-sur-Mer,1632,41829357.48
Deschamps,De Oliveira,1071,48935077.02
Andre,Georges-la-Forêt,4236,4565544.26
Gaudin,Roussel-la-Forêt,326,38375466.86
Brun,PereiraBourg,3244,23990692.35
Simon,Saint Benjamin,1638,20246005.97
Normand,FouquetVille,793,25718814.7
Gimenez Payet SARL,Bruneau,3872,6511167.52
Clerc SARL,MalletBourg,3509,48709050.44
Boutin SA,Roussel-sur-Bègue,1947,2906971.59
Hamel,Girard,3404,32355636.25
Gros,Charles-sur-Pinto,923,20279814.13
Carlier Picard S.A.R.L.,Vasseurboeuf,3540,4062674.96
Guillet,Ollivier,126,31354351.68
Lucas,Blondeldan,3927,15475426.17
Payet,MarionVille,211,15135196.48
Bègue S.A.S.,Payet-sur-Lefèvre,2853,49305066.51
