Vehicle_ID,Vehicle_Model,Fuel_Type,Price,Stock_Level,Warehouse_Location
2374,Pasquier S.A.R.L. Sedan,Gasoline,27681.96,8.0,ClercVille
2375,Marin Briand et Fils Convertible,Hybrid,24468.67,21.0,Clerc-sur-Mer
2376,Besson Godard SARL Convertible,Hybrid,15001.32,72.0,GuillotVille
2377,Marchand Convertible,Hybrid,116444.32,67.0,Giraud-sur-Joly
2378,Lefèvre Convertible,Electric,67395.78,23.0,Becker
2379,Barthelemy Convertible,Gasoline,117641.55,26.0,Seguin-la-Forêt
2380,Benard Convertible,Hybrid,115316.84,95.0,Gilbert-sur-Lévy
2381,Germain Convertible,Electric,74452.01,23.0,Chauvetboeuf
2382,Besson Bourdon et Fils Truck,Gasoline,77688.6,60.0,Sainte Étienne
2383,Fabre S.A.S. Truck,Diesel,16263.03,79.0,Grenier
2384,Da Silva Leconte et Fils Convertible,Gasoline,114138.31,91.0,Clément
2385,Rémy Convertible,Electric,110441.3,31.0,Nguyen
2386,Henry SUV,Hybrid,68076.4,42.0,Boulay
2387,Dupuis SA SUV,Diesel,118433.92,36.0,Marques-sur-Dos Santos
2388,Marchal Hatchback,Electric,117677.19,58.0,Guillet
2389,Moreno et Fils Convertible,Gasoline,35785.0,,Loiseau
2390,Bertrand Gillet SA Convertible,Hybrid,53512.17,28.0,Colin
2391,Jacquet S.A. Hatchback,Diesel,41016.71,86.0,Vasseurnec
2392,Ledoux et Fils Sedan,Electric,98918.63,60.0,LejeuneVille
2393,Robin Vincent S.A.R.L. Truck,Gasoline,93603.91,84.0,Nicolas
2394,Martineau Sedan,Diesel,91805.4,13.0,Girard-sur-Pinto
2395,Renaud Hatchback,Electric,96781.51,97.0,Saint Suzanne-les-Bains
2396,Pelletier SUV,Hybrid,41423.53,38.0,Bertrand
2397,Gauthier Julien SARL Convertible,Hybrid,77068.96,41.0,Saint Noël
2398,Fontaine Aubert SA Hatchback,Gasoline,65202.5,87.0,Saint Nathalieboeuf
2399,Lefebvre Marchand S.A.R.L. Hatchback,Gasoline,93874.58,68.0,Benoit
2400,Moreno S.A.S. SUV,Hybrid,112244.58,70.0,Mahe-la-Forêt
2401,Lefebvre et Fils Sedan,Hybrid,19240.89,9.0,Bigotnec
2402,Antoine Sedan,Diesel,96306.55,72.0,Sainte Bernard-la-Forêt
2403,Pineau S.A.R.L. Convertible,Gasoline,27539.86,85.0,Jean-la-Forêt
2404,Menard Sedan,Hybrid,88668.46,30.0,Lesage
2405,Monnier Laurent SARL Truck,Diesel,84830.72,45.0,Hamel
2406,Fernandes SA Hatchback,Gasoline,113188.73,73.0,Sainte Nicolas-les-Bains
2407,Leduc Truck,Electric,85064.98,94.0,FischerBourg
2408,Maury Truck,Hybrid,62652.4,21.0,Lebon-les-Bains
2409,Rocher et Fils Truck,Gasoline,33923.31,3.0,Bertrand
2410,Lenoir Sedan,Gasoline,112850.96,42.0,Cousin
2411,Allard S.A.S. Hatchback,Gasoline,106257.75,72.0,Richardnec
2412,Guérin Gros S.A.R.L. Convertible,Electric,117751.29,70.0,Normand
2413,Vasseur Giraud S.A. SUV,Diesel,98964.07,82.0,Vasseur
2414,Jean Truck,Hybrid,51986.46,96.0,LeducVille
2415,Aubry SUV,Gasoline,25558.19,96.0,Masson
2416,Peron Truck,Gasoline,35777.11,50.0,Hebert-sur-Mer
2417,Munoz SUV,Diesel,40630.34,,Sainte Martinboeuf
2418,Boulanger Convertible,Gasoline,95846.53,76.0,Vincent
2419,Lacombe Gomes SARL Truck,Hybrid,26054.23,60.0,GosselinVille
2420,Deschamps Brunet SA Hatchback,Gasoline,46400.57,46.0,Gomes-sur-Lefebvre
2421,Bègue SUV,Diesel,91295.73,34.0,Lévyboeuf
2422,Le Roux Carpentier S.A.R.L. Hatchback,Hybrid,102425.73,,Georges
2423,Renard S.A.S. SUV,Diesel,69606.29,44.0,Leduc
2424,Tessier SUV,Diesel,30174.66,65.0,Techer
2425,Garnier Boulay S.A. Hatchback,Hybrid,105654.87,55.0,GarciaBourg
2426,Weiss Collin SARL SUV,Hybrid,61835.75,36.0,Saint Vincent
2427,Normand Convertible,Gasoline,115805.16,35.0,Saint Martinnec
2428,Tessier Convertible,Gasoline,33200.85,66.0,Sainte Gabrielle
2429,Bouvet Klein S.A.R.L. Sedan,Diesel,26018.17,48.0,Da Costa-les-Bains
2430,Guérin SUV,Diesel,71291.46,24.0,Vidal
2431,Dufour et Fils Sedan,Electric,58608.85,16.0,Colin
2432,Evrard Buisson et Fils Sedan,Diesel,38019.95,72.0,Lejeune
2433,Hebert Convertible,Electric,46406.58,37.0,Royer
2434,Robin et Fils Sedan,Electric,57809.91,3.0,Carre-sur-Rey
2435,Vallée Sedan,Gasoline,113406.16,28.0,Parent
2436,Neveu Humbert S.A.R.L. Truck,Diesel,100283.4,60.0,Perez
2437,Vincent S.A.R.L. Truck,Diesel,89747.99,4.0,Sainte Sophienec
2438,Duval et Fils Hatchback,Diesel,43116.44,35.0,Vallet
2439,Lopez Regnier et Fils Hatchback,Electric,109015.68,13.0,Saint Virginie
2440,Tessier Hatchback,Diesel,25035.31,69.0,Raynaud-sur-Bourgeois
2441,Caron Truck,Diesel,51995.8,54.0,Bernard-sur-Bousquet
2442,Julien SA Hatchback,Diesel,107240.91,51.0,Jacques-sur-Mer
2443,Humbert et Fils Convertible,Gasoline,22847.79,13.0,Moreau
2444,Colin S.A. Hatchback,Hybrid,55577.16,0.0,Marchal-sur-Brunet
2445,Fleury Convertible,Diesel,101872.57,16.0,Allard
2446,Pichon Caron SA Convertible,Hybrid,39626.27,85.0,Coulon
2447,Poulain Sedan,Electric,108090.28,98.0,Dumas
2448,Delannoy SUV,Hybrid,55243.26,76.0,Saint Raymond
2449,Vincent S.A.R.L. Truck,Hybrid,75184.42,14.0,Robin
2450,Aubry Sedan,Gasoline,52151.85,33.0,Bertrand
2451,Lemonnier et Fils Truck,Diesel,43908.2,91.0,Simon
2452,Chauvet SARL Hatchback,Hybrid,18820.94,86.0,Sainte Élisabeth-sur-Mer
2453,Fontaine Truck,Diesel,24431.35,73.0,Laine-sur-Picard
2454,Blanc Hatchback,Hybrid,53768.98,1.0,Sainte Laurence
2455,Legros SA SUV,Diesel,87450.61,31.0,Delorme
2456,Picard Baudry SA Sedan,Hybrid,68269.83,97.0,Pruvost
2457,Lelièvre Joly S.A. Sedan,Diesel,59194.67,48.0,Saint Victoire
2458,Le Gall Convertible,Diesel,37797.86,44.0,Klein
2459,Potier Convertible,Gasoline,87676.19,71.0,Lamy
2460,Rey S.A.S. Truck,Electric,38371.44,71.0,Sainte Édithdan
2461,Grégoire SARL SUV,Hybrid,31433.5,100.0,Charrier-sur-Letellier
2462,Neveu Hatchback,Diesel,58893.0,73.0,Marydan
2463,Pineau Hatchback,Electric,61365.0,5.0,Sainte Théodore
2464,Laroche et Fils Sedan,Electric,59961.72,61.0,Lombard-sur-Mer
2465,Gosselin Convertible,Hybrid,114087.87,31.0,Maillard
2466,Vallée S.A. Hatchback,Diesel,42308.97,18.0,Rousset
2467,Fischer S.A.R.L. Hatchback,Hybrid,115033.99,81.0,RousseauBourg
2468,Turpin Bertin S.A.R.L. Hatchback,Electric,22550.19,8.0,Sainte Alix
2469,Delannoy Convertible,Diesel,93559.99,66.0,Lévy
2470,Martineau Truck,Electric,81025.12,49.0,Duhamel-les-Bains
2471,Delattre Perez S.A.S. Convertible,Electric,22959.39,51.0,Dumas
2472,Cohen Andre S.A. Truck,Gasoline,36122.84,55.0,Collin-la-Forêt
2473,Blondel Leroy SA Truck,Electric,71717.61,48.0,Henrynec
2474,Roussel Thierry S.A.R.L. Hatchback,Electric,115719.77,93.0,Morvan-sur-Pruvost
2475,Garnier Julien S.A. Truck,Hybrid,92802.48,95.0,Gosselindan
2476,Hubert S.A. Sedan,Electric,76841.54,95.0,Delorme
2477,Lambert SA Truck,Gasoline,82275.55,39.0,JosephVille
2478,Lefebvre Hatchback,Electric,28019.68,83.0,Leroux
2479,Aubert S.A.R.L. Sedan,Electric,79774.06,64.0,Saint Frédérique-les-Bains
2480,Guillot Sedan,Gasoline,28834.04,15.0,Blotdan
2481,Lefebvre SUV,Electric,64182.24,11.0,Saint Arthurnec
2482,Giraud Chauveau S.A. SUV,Hybrid,40613.15,2.0,Sainte Auguste-les-Bains
2483,Weber S.A.S. Sedan,Gasoline,115071.9,13.0,Guilbert
2484,Blondel Gomes S.A. Hatchback,Hybrid,48213.05,50.0,Lesagedan
2485,Grégoire Collet S.A.R.L. Hatchback,Diesel,63670.5,13.0,Jolyboeuf
2486,Nicolas SUV,Electric,48597.45,98.0,Saint Robert
2487,Morin SUV,Diesel,15002.29,92.0,Henry
2488,Langlois Truck,Electric,56937.86,31.0,Carlier
2489,Allain Joseph SA Sedan,Hybrid,88051.89,83.0,Lefebvre
2490,Monnier Pineau SA Hatchback,Electric,85763.05,27.0,Mercier
2491,Da Costa Hatchback,Gasoline,115101.63,17.0,Marques-sur-Mer
2492,Guilbert Truck,Hybrid,45311.33,55.0,Dumas
2493,Collet S.A.R.L. Hatchback,Gasoline,117864.73,4.0,Lenoir
2494,Laporte Truck,Hybrid,45859.48,86.0,Legendre-sur-Vaillant
2495,Benard Marin SARL Truck,Hybrid,89137.26,76.0,Martins-sur-Michel
2496,Maurice S.A. Sedan,Electric,94318.33,28.0,Grondin-sur-Albert
2497,Germain SA Sedan,Gasoline,17684.72,50.0,Sainte André
2498,Muller Truck,Hybrid,88159.07,29.0,Navarro-sur-Barthelemy
2499,Bigot Denis SA Sedan,Gasoline,47921.22,69.0,Samson
2500,Godard Carlier et Fils Hatchback,Diesel,110614.94,78.0,Bourdon
2501,Roy SUV,Electric,112910.94,47.0,Sainte Henri-sur-Mer
2502,Philippe Convertible,Hybrid,43582.45,93.0,Lamy
2503,Hardy Olivier S.A.R.L. SUV,Diesel,68554.7,37.0,Saint Thibault
2504,Delmas Hatchback,Diesel,101004.57,34.0,Boulay
2505,Blanchard Baudry et Fils Hatchback,Diesel,30986.64,71.0,Lemaître-sur-Chauvin
2506,Lelièvre Sedan,Electric,40006.21,64.0,Sainte Josephdan
2507,Blanchard S.A.R.L. Truck,Electric,50416.9,78.0,Jacques-sur-Mer
2508,Jourdan Peltier et Fils Hatchback,Hybrid,30200.91,6.0,Lévy
2509,Laroche SA Convertible,Hybrid,67599.54,67.0,Rémy-la-Forêt
2510,Maillard S.A.R.L. Convertible,Hybrid,97843.57,26.0,Petitjean
2511,Godard SUV,Diesel,97348.25,25.0,Saint Susannedan
2512,Pires Lecoq SARL Convertible,Gasoline,66379.71,31.0,Costa
2513,Martinez Mary SA Sedan,Gasoline,101486.29,26.0,Delmas-sur-Blin
2514,Rivière Chartier S.A.S. Hatchback,Diesel,61865.3,75.0,Pires-les-Bains
2515,Godard Lebreton S.A.R.L. Hatchback,Gasoline,23965.15,38.0,Bourgeoisboeuf
2516,Guillot Carpentier SA Truck,Electric,97876.23,8.0,Leroy
2517,Garnier Prévost SA SUV,Electric,24056.8,64.0,Pasquier
2518,Ollivier et Fils Convertible,Gasoline,71858.69,70.0,Pons-les-Bains
2519,Lecomte SUV,Electric,68258.42,,Barthelemy-la-Forêt
2520,Masson Sedan,Diesel,96067.56,15.0,Collet
2521,Faivre et Fils Truck,Diesel,113478.96,18.0,DupuisBourg
2522,Lévy Berger SA SUV,Electric,15235.78,39.0,Lemaire
2523,Delattre S.A.R.L. Convertible,Electric,111010.11,73.0,Lacombe-les-Bains
2524,Lacroix SUV,Gasoline,64731.24,93.0,Paul
2525,Traore Gallet S.A.R.L. Sedan,Gasoline,97770.53,53.0,Michelnec
2526,Benoit Sedan,Gasoline,99782.32,37.0,Perrier
2527,Regnier S.A. Truck,Gasoline,41848.35,53.0,Sanchez
2528,Descamps Hatchback,Electric,15702.4,78.0,Parent
2529,Brunet Girard SA Sedan,Gasoline,63044.35,70.0,Renaultdan
2530,Coste Sedan,Hybrid,106327.04,11.0,Berthelotnec
2531,Labbé Hatchback,Hybrid,37957.9,53.0,Da Costa-la-Forêt
2532,Peltier Truck,Electric,82833.36,19.0,Gomes
2533,Imbert Hatchback,Hybrid,52062.92,41.0,Sainte Mathildenec
2534,Dupuy SUV,Hybrid,55648.41,34.0,Jacques
2535,Ramos Hatchback,Electric,44643.5,49.0,Sainte Henri
2536,Roussel Convertible,Diesel,106989.87,100.0,Rossi-les-Bains
2537,Garnier Hatchback,Diesel,64572.34,,Seguin-sur-Fernandez
2538,Bigot SUV,Gasoline,33739.44,77.0,Delmas
2539,Masson S.A.S. Convertible,Diesel,80869.25,18.0,Lefort-sur-Michaud
2540,Garcia Thierry SARL Sedan,Diesel,95211.2,93.0,Sainte Jérôme
2541,Gallet S.A.R.L. Hatchback,Gasoline,76214.5,33.0,Bernard
2542,Bertrand Convertible,Hybrid,38594.12,91.0,Saint Louise-la-Forêt
2543,Poirier Valette SARL Convertible,Gasoline,72641.83,10.0,Merleboeuf
2544,Roger Truck,Electric,53386.37,96.0,Maréchal
2545,Germain Marty SA Hatchback,Gasoline,45692.06,22.0,Aubry
2546,Paul Poirier S.A.S. Sedan,Hybrid,116748.04,39.0,Martinnec
2547,Germain Courtois S.A.R.L. Convertible,Gasoline,78317.69,81.0,Morenoboeuf
2548,Bazin Hatchback,Electric,112993.91,98.0,Launay-sur-Petitjean
2549,Maury Truck,Electric,28477.29,76.0,PerrotBourg
2550,Alves et Fils Hatchback,Electric,58890.12,96.0,Rousset
2551,Dumas Hatchback,Gasoline,106678.46,2.0,Reynaud-sur-Toussaint
2552,Laine S.A.S. Hatchback,Gasoline,85411.61,59.0,Cordiernec
2553,Riou Convertible,Diesel,23693.64,83.0,Sainte Victoirenec
2554,Carpentier Hatchback,Hybrid,52917.37,17.0,Saint Maryse
2555,Lévêque Teixeira S.A.R.L. Convertible,Hybrid,93415.05,40.0,Hubert
2556,Thibault Hatchback,Hybrid,92644.18,73.0,Richard
2557,Thibault SARL Truck,Diesel,111468.08,,Teixeira
2558,Meunier SA Sedan,Diesel,33405.66,92.0,Gomez-sur-Gilbert
2559,Aubry Hatchback,Diesel,28759.26,66.0,Dubois
2560,Delaunay Convertible,Gasoline,99858.02,95.0,Sainte Thérèse-sur-Mer
2561,Lecomte Raymond et Fils Convertible,Diesel,100841.95,50.0,Dupuisboeuf
2562,Pichon Bertin S.A.R.L. Hatchback,Hybrid,82743.26,47.0,Perrin
2563,Thierry SA Truck,Gasoline,56478.04,32.0,Saint Éric-sur-Mer
2564,Legrand Truck,Hybrid,102783.21,,Étienne-sur-Mer
2565,Bruneau et Fils Convertible,Gasoline,111200.71,1.0,Lucas-les-Bains
2566,Prévost et Fils Sedan,Gasoline,84854.65,,Sainte Céline
2567,Richard et Fils Hatchback,Gasoline,46085.17,54.0,Saint ClaudeBourg
2568,Joubert Sedan,Gasoline,72100.52,32.0,Richard-sur-Leclercq
2569,Teixeira Hatchback,Hybrid,100751.19,31.0,LabbéBourg
2570,Blanchet SUV,Hybrid,50909.89,7.0,Pineaudan
2571,Poirier Convertible,Hybrid,52583.6,71.0,Roux
2572,Girard SUV,Hybrid,74800.71,36.0,Delmas
2573,Coulon SA SUV,Gasoline,37039.09,29.0,Saint Camille
2574,Martinez Hatchback,Gasoline,73489.65,38.0,Da Silva
2575,Léger SARL Truck,Electric,109218.21,77.0,HamonBourg
2576,Becker SA Sedan,Electric,109972.72,45.0,Saint Zoé
2577,Tanguy Hatchback,Diesel,115681.55,87.0,Hernandez
2578,Moreau SUV,Hybrid,40878.23,60.0,Sainte Élodie
2579,Hernandez Hatchback,Hybrid,85682.32,26.0,Baron
2580,Bonnet Dupré S.A.R.L. Hatchback,Diesel,113237.9,88.0,Sainte Aurorenec
2581,Fischer S.A.S. Convertible,Gasoline,110704.86,12.0,Sainte Eugène
2582,Thierry Vincent SA Convertible,Gasoline,80399.05,38.0,Blancboeuf
2583,Allain et Fils Convertible,Gasoline,54457.58,40.0,Mercier
2584,Martins Convertible,Diesel,18127.01,,Lemaire
2585,Guyot Samson et Fils SUV,Hybrid,51677.13,62.0,Guilbert
2586,Marin Voisin SARL Sedan,Diesel,82787.76,55.0,Jacobboeuf
2587,Barre SA Sedan,Diesel,56577.49,0.0,Schneider-sur-Bonnet
2588,Boucher Hatchback,Diesel,70086.8,36.0,Mathieu-sur-Royer
2589,Rousset SARL SUV,Electric,44818.38,82.0,Neveudan
2590,Guyon SUV,Gasoline,98198.65,23.0,Seguin
2591,Fleury Hatchback,Gasoline,108251.21,37.0,Dos SantosVille
2592,Laine Truck,Hybrid,51990.59,34.0,Saint Stéphanedan
2593,Perez SUV,Electric,54826.61,42.0,Dupré-les-Bains
2594,Rocher Convertible,Hybrid,98806.16,77.0,Delormedan
2595,Baron Humbert S.A.S. Hatchback,Hybrid,47154.2,84.0,Antoine-sur-Mer
2596,Lebreton Hatchback,Gasoline,114981.08,7.0,Millet
2597,Renault Charpentier S.A.R.L. SUV,Hybrid,100628.48,35.0,BergerVille
2598,Couturier Convertible,Hybrid,94671.43,73.0,Barthelemy
2599,Bernard Sedan,Hybrid,23563.0,61.0,Saint ClaireBourg
2600,Rodriguez Gosselin S.A. Sedan,Gasoline,40845.53,11.0,Gosselin
2601,Germain Hatchback,Electric,92359.92,99.0,Delannoy
2602,Marion S.A.R.L. SUV,Hybrid,57330.16,31.0,Langlois-sur-Clément
2603,Maillot Camus SARL Convertible,Hybrid,39316.94,57.0,Sainte Antoinette
2604,Hamon Bègue S.A.R.L. Sedan,Diesel,17294.91,43.0,Duval
2605,Vallet Bègue S.A.R.L. Sedan,Hybrid,94602.26,46.0,Lopez
2606,Guérin S.A.R.L. SUV,Hybrid,105473.08,39.0,Arnaud
2607,Collet Truck,Gasoline,16005.49,97.0,Thierrydan
2608,Roy Hatchback,Electric,113226.4,32.0,Saint Gérard
2609,Faivre SUV,Gasoline,82780.33,96.0,Raymond
2610,Philippe S.A.S. Sedan,Electric,80573.18,78.0,Sainte Laetitia
2611,Guichard Costa et Fils Hatchback,Electric,56334.12,33.0,LangloisVille
2612,Benard Truck,Electric,78933.84,56.0,Marin
2613,Techer Costa et Fils Sedan,Gasoline,117974.2,56.0,MartinezVille
2614,Diallo Truck,Hybrid,26968.38,50.0,Jacob-la-Forêt
2615,Moreau Vasseur S.A.R.L. Convertible,Diesel,62962.24,97.0,Vallée
2616,Imbert S.A. Sedan,Gasoline,20972.23,27.0,Nguyen
2617,Rémy Hatchback,Diesel,76517.78,97.0,ValléeVille
2618,Roux SUV,Electric,42401.66,,Sainte MichelVille
2619,Lombard SARL SUV,Diesel,96692.5,49.0,Philippe
2620,Rolland et Fils Convertible,Gasoline,103812.35,96.0,Saint Nath
2621,Sanchez Convertible,Diesel,65560.27,22.0,PrévostBourg
2622,Maréchal Convertible,Diesel,40157.51,56.0,Sainte Agathe
2623,Laporte SUV,Diesel,102218.27,24.0,Foucher
2624,Robin Truck,Electric,93124.42,37.0,Guillet
2625,Robert Lambert et Fils SUV,Gasoline,29503.11,,Lemonnier-la-Forêt
2626,Lefebvre Bègue SARL Sedan,Hybrid,21435.19,77.0,ColinVille
2627,Benoit SA Hatchback,Gasoline,58985.87,79.0,Saint Aimé
2628,Lefort Convertible,Diesel,61881.59,67.0,ColletVille
2629,Huet Meunier S.A. Convertible,Gasoline,74384.16,85.0,Fabre-sur-Dos Santos
2630,Vidal S.A.R.L. Hatchback,Gasoline,48184.07,7.0,Letellier-la-Forêt
2631,Pierre Convertible,Hybrid,117388.92,8.0,Wagner
2632,Gonzalez SUV,Hybrid,79205.86,71.0,MenardVille
2633,Normand et Fils Sedan,Diesel,83072.61,86.0,Giraud-sur-Mer
2634,Pasquier Convertible,Hybrid,31056.42,89.0,Carlier-sur-Duval
2635,Nguyen Convertible,Gasoline,36037.66,,Masson-sur-Mer
2636,Philippe et Fils Hatchback,Gasoline,34791.24,9.0,Joubert-sur-Meyer
2637,Lamy Hatchback,Electric,111604.54,49.0,Saint Océanenec
2638,Riou Truck,Hybrid,94934.09,2.0,Saint Julien
2639,Germain Coulon S.A. Hatchback,Hybrid,34294.09,63.0,Lejeune-la-Forêt
2640,Camus SARL Hatchback,Electric,54069.21,25.0,Olivier-sur-Bernier
2641,Laurent Truck,Electric,102421.16,48.0,Rousseau
2642,Dupuis Collet et Fils Convertible,Hybrid,99860.07,78.0,Pasquier
2643,Ferreira Sedan,Hybrid,37335.9,,Sainte Théophile
2644,Bourgeois SUV,Diesel,73305.12,94.0,Bousquet-sur-Ramos
2645,Étienne Hoarau S.A.S. Hatchback,Diesel,24929.16,77.0,Sainte Sophie
2646,Lebreton S.A. Hatchback,Diesel,111889.83,19.0,Martel
2647,Faure S.A. Convertible,Electric,73562.57,36.0,GaillardVille
2648,Jean Martin SA Convertible,Gasoline,52598.07,91.0,Benoit-les-Bains
2649,Guillou Convertible,Hybrid,94174.55,9.0,Mace
2650,Allain S.A. Convertible,Hybrid,98393.72,65.0,Lemonnier
2651,Toussaint SUV,Diesel,108387.03,28.0,Sainte Margaux
2652,Lévy SUV,Gasoline,88453.89,72.0,Becker
2653,Robert Sedan,Electric,45673.76,98.0,Dupré-la-Forêt
2654,Valentin S.A.R.L. Hatchback,Diesel,57399.98,63.0,Bazin
2655,Hernandez Rousset et Fils Truck,Electric,112289.25,24.0,Perrindan
2656,Lambert Besson SARL SUV,Hybrid,106581.6,34.0,Merledan
2657,Mendès Letellier S.A.S. SUV,Gasoline,105547.02,75.0,Leroux
2658,Gay Sedan,Electric,104670.23,,JulienVille
2659,Guillot Lecoq SA Convertible,Hybrid,79889.53,,Sainte Marcelle-la-Forêt
2660,Lebrun SUV,Diesel,16640.01,34.0,Lacroix-la-Forêt
2661,Rocher Guérin S.A.R.L. Sedan,Electric,110461.0,65.0,Sainte Émilie-sur-Mer
2662,Bonneau Hatchback,Gasoline,51991.27,44.0,CamusVille
2663,Vidal et Fils SUV,Diesel,93555.54,73.0,Maillot
2664,Thomas Convertible,Gasoline,68828.81,51.0,Saint Manon
2665,Ferreira Convertible,Gasoline,81944.22,50.0,Boyer
2666,Marques S.A. Sedan,Diesel,92434.88,39.0,Gomes
2667,Leconte S.A.R.L. Truck,Diesel,31942.21,96.0,Aubert
2668,Bernier Convertible,Diesel,97061.03,59.0,Chauvet-les-Bains
2669,Toussaint Hatchback,Diesel,110528.7,89.0,Le Roux-sur-Hamon
2670,Laroche Parent S.A. Convertible,Diesel,22754.15,68.0,GarciaVille
2671,Fournier David S.A. Truck,Electric,46294.34,2.0,Carlierboeuf
2672,Rodriguez Convertible,Electric,116009.59,16.0,Perez-sur-Mer
2673,Vallet Convertible,Gasoline,100536.48,20.0,Jacques-la-Forêt
2674,Vidal S.A.S. Hatchback,Electric,53186.54,83.0,Morenonec
2675,Seguin Truck,Diesel,116135.77,16.0,Lemaître-sur-Mer
2676,Paris Sedan,Gasoline,85828.16,0.0,Chrétien-les-Bains
2677,Pereira SARL Convertible,Diesel,35142.68,100.0,Saint Jérômenec
2678,Lévy SUV,Gasoline,96237.0,27.0,Blinboeuf
2679,Caron Thomas SA Convertible,Electric,111414.45,71.0,Langlois-sur-Barbier
2680,Lombard Sedan,Gasoline,104107.28,25.0,Saint Aimédan
2681,Maréchal SUV,Diesel,18701.93,13.0,Carlier
2682,Muller Convertible,Hybrid,50516.47,3.0,Georges
2683,Munoz Hatchback,Diesel,68265.92,35.0,Ferrand-la-Forêt
2684,Dupont Truck,Diesel,67015.11,76.0,Lemaîtreboeuf
2685,Bigot S.A.R.L. Sedan,Diesel,102986.15,2.0,Gilbert-sur-Chartier
2686,Moulin Dos Santos S.A. Convertible,Gasoline,39444.88,6.0,Lagarde
2687,Lesage Pons S.A.R.L. Hatchback,Gasoline,39513.74,24.0,Martineau
2688,Alexandre Hatchback,Hybrid,67021.43,80.0,Saint Bernard
2689,Lemaître SUV,Diesel,87148.34,75.0,Henry-sur-Mer
2690,Barthelemy S.A.S. Sedan,Gasoline,36515.25,14.0,Saint Michèleboeuf
2691,Guillon Truck,Electric,70329.63,72.0,SeguinVille
2692,Denis Sedan,Hybrid,76804.35,95.0,Pauldan
2693,Berthelot S.A. Convertible,Gasoline,69286.68,60.0,Gomes
2694,Colas Convertible,Electric,55593.58,97.0,Torres
2695,Mace SARL SUV,Electric,117336.39,2.0,Sainte AndréVille
2696,Lefort Sedan,Gasoline,97877.04,45.0,Sainte Étienne
2697,Denis Daniel SARL Convertible,Diesel,46367.22,,Lopes
2698,Pelletier Truck,Hybrid,51403.3,7.0,Sainte Martine
2699,Renaud Truck,Electric,111476.47,45.0,Thomas
2700,Rodrigues Truck,Hybrid,22388.75,37.0,Deschamps
2701,Marchand Perret S.A.R.L. Sedan,Hybrid,104150.93,36.0,GilletBourg
2702,Dupuis S.A. Convertible,Gasoline,74921.68,,Masse-sur-Chartier
2703,Maillet Sedan,Hybrid,87519.5,12.0,Pinto
2704,Joseph Rivière SARL Truck,Hybrid,52687.03,,Dupuis
2705,Guillon Truck,Electric,107521.92,99.0,Saint François
2706,Fernandes Bailly et Fils Convertible,Hybrid,50632.61,7.0,Pascal
2707,Leconte SA Sedan,Diesel,53679.81,60.0,Lelièvre-la-Forêt
2708,Le Roux Convertible,Hybrid,49847.03,35.0,Loiseau
2709,Roy Truck,Hybrid,27242.95,10.0,Devaux
2710,Moreau Pelletier SARL Sedan,Diesel,102511.71,93.0,Joly-la-Forêt
2711,Gérard Sedan,Electric,43131.93,61.0,Thibault-sur-Mer
2712,Leroux Auger SA Truck,Diesel,51196.55,0.0,Rossi-sur-Boutin
2713,Merle Truck,Hybrid,78000.83,57.0,Jacobnec
2714,Roussel SUV,Diesel,91408.94,,Briand-sur-Renard
2715,Carre Hatchback,Electric,86889.41,15.0,Gomes
2716,Normand S.A.R.L. Hatchback,Gasoline,103239.22,36.0,BousquetBourg
2717,Brunel Convertible,Gasoline,118027.78,1.0,Leleu
2718,Lévêque et Fils Hatchback,Electric,19720.48,59.0,FrançoisVille
2719,Loiseau S.A.S. Truck,Diesel,69807.17,27.0,Dupré
2720,Launay Albert S.A.R.L. SUV,Hybrid,108173.0,41.0,Martins
2721,Pires Truck,Diesel,41347.64,66.0,Sainte Roland
2722,Weber Hatchback,Gasoline,68772.29,64.0,Caron
2723,Blanchet Godard S.A.S. Hatchback,Diesel,19606.17,9.0,Petitjeandan
2724,Vidal Roux SA Convertible,Electric,58703.94,63.0,Maurice
2725,Lelièvre Marques S.A. Hatchback,Hybrid,100125.69,,Hubert
2726,Bertin SUV,Diesel,60255.07,44.0,François
2727,Auger SUV,Diesel,54217.28,44.0,Moreno-les-Bains
2728,Charpentier S.A. Convertible,Gasoline,25045.44,5.0,Saint Eugène
2729,Blot SA Sedan,Hybrid,29579.59,18.0,Seguin
2730,Maillet SUV,Electric,66189.44,71.0,Morel-les-Bains
2731,Rossi Convertible,Electric,69586.52,70.0,Jacques-sur-Fournier
2732,Laine et Fils SUV,Diesel,70702.19,59.0,Sainte Renée
2733,Rousset S.A. Truck,Diesel,16363.81,40.0,Boucher-la-Forêt
2734,Diaz Sedan,Hybrid,90762.4,86.0,Clerc-sur-Monnier
2735,Valentin Convertible,Gasoline,39731.05,20.0,Costa-les-Bains
2736,Philippe Convertible,Electric,35273.89,74.0,Teixeira
2737,Hamel Hatchback,Electric,114673.77,99.0,Sainte Olivie
2738,Leroux SA Sedan,Hybrid,20874.74,34.0,Gallet
2739,Renard SA SUV,Electric,106185.4,20.0,Guichard-sur-Gay
2740,Richard Convertible,Diesel,88084.58,37.0,Gillesdan
2741,Letellier S.A.R.L. Truck,Electric,119672.67,,Marionnec
