Campaign_Name,Target_Location,Campaign_Type,Budget,Success_Rate
Godard S.A.,Payet,Billboards,247350,0.6600527414852337
Leroy S.A.R.L.,Roger-les-Bains,Billboards,263285,0.40810623147752556
Faure,Sainte Nathalie,Social Media,10733,0.31406400515070454
Bonnet et Fils,Grégoire-la-Forêt,Social Media,178433,0.2975404808113764
Turpin Marin SARL,Sainte Zoéboeuf,TV,382442,0.6359735428346982
Morvan,Bailly,Billboards,453478,0.2528933286391811
Joubert,Pelletier-sur-Grégoire,TV,484980,0.16938232629430516
Riou SA,Humbert,Radio,159313,0.7378589696005169
Schmitt,Dupré,Radio,377163,0.2533832224215261
Lévêque,SalmonBourg,Billboards,132765,0.10158409243826912
Brunet Nguyen SARL,NeveuBourg,Radio,13197,0.22857334388794737
Poirier,Sainte Joseph,TV,17971,0.8980845137457316
Gilles SARL,Gimenez-sur-Mer,TV,252703,0.7029164297233715
Fernandez Brun et Fils,Saint Élise,Billboards,231216,0.8000726589469211
Delahaye Lopez SA,Saint Claude-sur-Mer,Social Media,38322,0.6130104795677349
Muller Cohen S.A.S.,Allard,TV,46520,0.7460261879718897
Lacombe et Fils,Lenoir-sur-Mer,Social Media,479625,0.14552893947176085
Delmas,PrévostBourg,Social Media,469608,0.10412242335601248
Vincent Blanchet S.A.,Schmitt-sur-Lacroix,Radio,255852,0.47029265642018137
Perrier Dumas S.A.S.,Roger,Radio,158068,0.5824970324072427
Langlois S.A.,Benoit,Billboards,344907,0.8553400168340065
Bertrand,Rivière,Radio,187188,0.36972806578260065
Richard S.A.R.L.,Sainte ÉdithBourg,Radio,159768,0.3785197727603221
Charles S.A.,Pascal,Billboards,38807,0.1481291875676127
Lefèvre S.A.,GayVille,Social Media,328692,0.4819969722408104
Lebrun,Delattreboeuf,Social Media,499509,0.39700660723162806
Faure,Imbert,Billboards,162438,0.1153360259562609
Delahaye Rodrigues S.A.,Martins,TV,439880,0.6285148815452046
Bertin SARL,Lelièvre,Radio,143729,0.2723434310748066
Alves,Sainte Vincent,TV,297929,0.2653827127676964
Benoit,Boyer-la-Forêt,Social Media,205917,0.17312906671585343
Gautier,Sainte DenisBourg,Radio,123870,0.6778571147087844
Le Gall SA,Marienec,TV,277835,0.7637899667889776
Masse S.A.R.L.,Tessier-la-Forêt,TV,296446,0.5834884633008248
Martin,Sainte LaurentBourg,Billboards,282821,0.2803521146416367
Maury,Cordier,TV,55589,0.6254457190175218
Blondel,Morvandan,TV,479967,0.3891915573234289
Poulain,Clerc,Billboards,26609,0.3335364462929683
Perrin,Gérard,Billboards,147657,0.2858761691806039
Wagner SA,GuibertVille,Social Media,442840,0.17398035903607534
Aubry,Le Rouxnec,Radio,163588,0.1986840537670589
Tessier,Jacques,Billboards,264628,0.8671385219369071
Menard et Fils,Moulinboeuf,Social Media,346812,0.4518776279930302
Boulay Lombard S.A.S.,Giraud-la-Forêt,Billboards,485861,0.60316848448477
Morel,Leclercq-sur-Mer,TV,275810,0.8035766425929369
Germain Lopes et Fils,Da Costa,Social Media,139771,0.7780004433930854
Perez,Pruvost-les-Bains,Social Media,433749,0.6340180243810745
Fischer,Hamel-les-Bains,Social Media,160568,0.1888393181864368
Collet Lopez S.A.R.L.,Michaud,Billboards,208580,0.2789583762385345
Diaz,Georges,Social Media,156722,0.4263380473960744
Ferreira SA,Rioudan,Radio,10262,0.11274804726337112
Benoit Barbier SARL,Sainte Emmanueldan,Billboards,52095,0.7398443009046527
Dumas,Blot,Billboards,58006,0.8029359850520379
Valette Pages SARL,Saint Anouk,Social Media,402132,0.5329274418016193
Klein Robin et Fils,Peron,TV,327216,0.26750066940088335
Robin SA,Morin-sur-Mer,TV,413472,0.7715892422109543
Laporte,CostaBourg,Radio,394540,0.47177832831225686
Pinto,Leroux-sur-Mer,Radio,411344,0.6423018637423563
Diallo SA,Maurice-sur-Julien,TV,469491,0.4426137095801892
Valette Marin SARL,Labbé-les-Bains,Social Media,472359,0.3177205539213732
Guillaume SA,Sainte Hélène-les-Bains,Radio,390750,0.3041519899404632
Albert,Morin-la-Forêt,Social Media,179158,0.29036312690877997
Gallet S.A.R.L.,DijouxVille,Billboards,492054,0.790155589859518
Masse,Thomas,Radio,479651,0.36252584628999607
Jacquot Payet SARL,Sainte Dorothéeboeuf,Social Media,70360,0.8265446722357124
Normand Chauveau SA,Perrotnec,Social Media,438353,0.6290800946426817
Nicolas,Leclercq,Radio,21313,0.5170299030757858
Marques,Saint AugustinBourg,TV,283218,0.10941994691527644
Menard Richard et Fils,Lebreton-sur-Peron,TV,68186,0.8087845370844148
Toussaint,Lambert-la-Forêt,Radio,370948,0.5225938255024062
Le Roux,Lefort-les-Bains,Social Media,322137,0.29232249514518066
Jean,Merle-la-Forêt,Social Media,23722,0.7289675700408302
Picard Gimenez SARL,Moreau,Social Media,214836,0.23171559339761832
Olivier Lebrun et Fils,Pottier,Billboards,484039,0.8153403160879076
Dufour,Raymond-sur-Mer,Radio,432026,0.7275152727635767
Rousset,Sainte Gilles,Radio,209468,0.8577778292769838
Sanchez et Fils,Barbier,Radio,44257,0.8931013321283062
Allard Da Costa S.A.R.L.,Legros,Radio,22469,0.8173582022476419
Tanguy,Sainte Auroredan,Social Media,450427,0.6310156912756223
Collet,Saint Luc-la-Forêt,Radio,13624,0.7239133736431559
Marchal et Fils,Saint Sébastien-la-Forêt,Social Media,147534,0.8615712659704305
Bègue,Carlier,TV,291339,0.39901384860942224
Alves,Chartier,Billboards,298650,0.8432297814474574
Lebreton,Parent,TV,76445,0.11867227561513127
Lefebvre,Rodriguez,Billboards,282138,0.713177262240502
Antoine,Saint Marcelle-la-Forêt,TV,206475,0.41486079835225764
Weber S.A.R.L.,Launay-les-Bains,Radio,245875,0.504203246052837
Alexandre,Devaux,Radio,224818,0.10691439587349763
Klein,VoisinVille,Billboards,207674,0.28065763656811804
Michaud,Albertdan,Radio,420548,0.26418937980047785
Maréchal Martel S.A.,Noël,Social Media,410431,0.3115061877126837
Tessier,Saint Noël,TV,372275,0.6497185793167777
Robert Charrier S.A.,Saint Martin-la-Forêt,TV,242067,0.7952801414802834
Allain,Dupuis-les-Bains,TV,449715,0.7566834066151269
Guérin SA,Lombard-sur-Mer,Social Media,246807,0.4777173896186354
Martel,Guillon,Social Media,49469,0.61511021676295
Riou Delahaye S.A.S.,Baudry-sur-Lemoine,Social Media,226517,0.8553157706074714
Alves,Nguyen,Social Media,246223,0.8995181699915337
Royer Michel et Fils,Perret,TV,411517,0.2776744361696383
Durand Morvan SA,Brun,Radio,410543,0.7805056184093168
Pruvost,Huet,Radio,451242,0.377925695112315
Joseph Besnard SA,RuizVille,TV,35791,0.2593685822840902
Fabre Maury S.A.,NicolasBourg,Social Media,451191,0.7981999662154149
Le Roux,Saint Sébastien-sur-Mer,TV,359931,0.8078008793601138
Baron Ollivier SARL,Deschamps,Radio,172671,0.6672843028630646
Leroy Valette SA,Diallo,Radio,468687,0.23913468517491562
Gallet Weber S.A.,Sainte Laurentnec,Social Media,382980,0.6978263893999783
Descamps,Boucher-sur-Didier,Social Media,201406,0.7758844018302893
Teixeira,Brunel-la-Forêt,TV,328395,0.8863351664313797
Michel Lopes S.A.,Sainte Michelle,TV,445355,0.5195225139963263
De Oliveira,Ribeiro-sur-Hervé,TV,462917,0.5320566080991446
Bourdon S.A.,Lefort,TV,192307,0.12511882393931037
Cousin,Sanchez-sur-David,Radio,424713,0.1462351087857032
Fischer,Imbert,TV,140009,0.28591271840846777
Vasseur S.A.,Sainte Rémy,TV,102254,0.442397243018123
Gomez,Bodin,Billboards,449944,0.8362777489055684
Hernandez,LamyVille,TV,211970,0.5350258970314964
Lopes,Saint Martine,Radio,242965,0.5218364945199329
Vallée,Leleu,TV,33979,0.6458563313868038
François Hoarau S.A.,Roux-sur-Allard,TV,460010,0.6185734419364258
Berthelot,Gonzalez,TV,433248,0.17610541977570487
Costa SARL,Saint William-sur-Mer,Social Media,109889,0.3571242526538051
Laine,Lecoq,Social Media,312049,0.380075583912063
Rivière,Mace,Billboards,243507,0.39391934069927703
Torres Roy et Fils,Benard,Billboards,64283,0.22677674448742105
Martineau,Perrin-sur-Fernandes,Billboards,297549,0.6465315011059629
Raymond,Léger,Social Media,262446,0.7305967123726103
Mendès,Gallet-sur-Pineau,Billboards,215815,0.10084208232726102
Gérard Pichon S.A.,Devaux-sur-Lelièvre,Social Media,312703,0.15942477972912208
Didier Boulanger S.A.R.L.,Barthelemy-sur-Mer,TV,440113,0.5495317959229674
Foucher SA,JacquetBourg,Radio,273433,0.5756980596310953
Labbé,Ferreira,Billboards,86998,0.46950932507809773
Chauvin,Nicolas,Billboards,103794,0.4017721347016344
Bertin S.A.R.L.,Renard,Billboards,241080,0.47149983306782184
Pottier SARL,Rémydan,Social Media,216778,0.7415177808157715
Blanchet Valette SA,Colas-les-Bains,Social Media,393755,0.21035217261009828
Gonzalez,Saint Jeanninedan,TV,458505,0.6240674828476871
Loiseau Pierre S.A.R.L.,Barbenec,Radio,186905,0.22833440950077766
Simon,Teixeiraboeuf,Radio,470176,0.6667720846953117
Rivière,Moreau,Radio,294790,0.3765768692885001
Schneider,Lombard-sur-Costa,Billboards,295726,0.5419706750466838
Lemoine,Godard-sur-Masson,Social Media,206214,0.5158702556914442
Gallet SARL,Lagardedan,Social Media,352738,0.8915674793075483
Boulanger,Pinto-les-Bains,Radio,197580,0.49327104086370566
Becker SARL,Lemaire,TV,428672,0.3196891386686319
Devaux Gautier SA,Saint Isaac-la-Forêt,TV,453960,0.26678847175171727
Auger Joseph S.A.,Hernandez,Social Media,94334,0.8843071624442824
Hoareau SARL,Lamy,Radio,197577,0.21771486599238515
Bonneau,Millet-sur-Olivier,Radio,350042,0.33653619700242887
Da Silva Blondel S.A.,Chevaliernec,TV,259531,0.21552735221344738
Peltier,Dijoux,Social Media,141318,0.31862322856932856
Descamps Perez S.A.R.L.,Dupuis-la-Forêt,TV,96828,0.10016195485468221
Descamps,Sainte Danielle-la-Forêt,Social Media,124643,0.27254169052713484
Reynaud,Richard-les-Bains,Social Media,138731,0.5225658678182005
Deschamps S.A.,Sainte Pénélope,Radio,181887,0.8816461804172405
Alexandre Dupré SA,Rodriguez-sur-Jourdan,Social Media,232425,0.7520360139871825
Martins Vincent SARL,DiasBourg,Radio,479250,0.24685292066167674
Ferrand,Lopez,Social Media,234255,0.3469821172752193
Dumont,Maury-sur-Bousquet,Radio,475583,0.39485952199593155
Millet,Bonnin-sur-Mer,TV,329768,0.8272991022889635
Guyot Legendre SARL,Valette,Billboards,447720,0.8730581493123853
Fontaine Leroux S.A.S.,Le Roux-sur-Mallet,TV,224276,0.7130892174345713
Hoareau,Gosselin,TV,95862,0.4623299654863494
Guérin,Dupont-les-Bains,Billboards,183779,0.14059175518864322
Dupuis,Jacques,Social Media,470035,0.3306388391433762
Muller et Fils,Prévost-sur-Mer,Social Media,400469,0.2754266261921132
Robert,Pereira,TV,344678,0.35973347294559743
Bouchet S.A.S.,Gérard,TV,210315,0.24540448283839655
Gomes SARL,Saint Thérèse,Radio,357844,0.8592419952262864
Ribeiro S.A.S.,Bailly-sur-Raynaud,Billboards,217421,0.2767685883558978
Seguin Brunet et Fils,Sainte Claudinenec,TV,273522,0.13637257720193913
Carpentier,Saint Émilie,Social Media,160497,0.21653848356736216
Ribeiro SA,Brunet,Billboards,175310,0.699542126233473
Auger,Navarro,Billboards,109633,0.15516608200248128
Rocher SARL,Saint Augustenec,Social Media,320711,0.3735509548699124
Legros,Fournier,Radio,397461,0.24529521735958382
Verdier Rey S.A.,Sainte Clairedan,Social Media,327721,0.7002527687987441
Carlier SA,Sainte Thomas,Billboards,103909,0.1582105580805335
Lucas,Robertdan,TV,112898,0.22925899342806488
Guichard,Poirier,Billboards,395762,0.2694578199889328
Bernier SA,Étienne,Radio,32385,0.6273330678013338
Legros S.A.,Fernandez,Billboards,297087,0.7577311079887131
Dupuis Rodriguez S.A.S.,Pasquier,Social Media,209704,0.8095014501429864
Grégoire Le Roux SA,Moulin-sur-Giraud,Billboards,120523,0.6845981984211252
Bousquet,Andre-la-Forêt,TV,419739,0.6230629617416878
Bailly,Guibertdan,Social Media,108483,0.4830372018779865
Le Goff SARL,Vallée,Radio,462118,0.2849230330747675
Dias S.A.S.,PerrierBourg,Radio,483104,0.3417788009943988
Lopes,Lesage-sur-Colin,Radio,214284,0.4852173140281999
Clerc,Sainte Louise,TV,373118,0.3956169598522046
Caron S.A.R.L.,Simonboeuf,TV,464447,0.31892369837321494
Boyer,Saint XavierBourg,TV,156546,0.7541288260651653
Adam,Duprénec,Billboards,319441,0.19993018843906496
Bazin Bernard SA,LenoirVille,Social Media,189191,0.24336292220149583
David,Blanchardnec,Radio,384882,0.7406155495297257
Lemoine SA,Saint Guillaumenec,Billboards,468366,0.43798087028763166
Carpentier,Guyon,Social Media,259300,0.36514994653863375
Chartier Boucher SARL,Gérardnec,TV,87672,0.5251282099212379
Boulanger,Voisin,Social Media,88740,0.6365459569078407
Ollivier,Sainte Thibaultboeuf,Radio,179255,0.6647037105177326
Charles,Faure,Radio,428105,0.14405420862421137
Girard Lacombe S.A.R.L.,Lenoir,Social Media,180946,0.3452841789583856
Chevallier,Dijoux,Social Media,84486,0.857347735308344
Bernier,Evrard,Radio,328438,0.2990568430969461
Descamps,Guyon,TV,439490,0.5748014421762434
Rocher SA,RoussetVille,Social Media,440064,0.10382294617270259
Valentin,Andre-la-Forêt,Social Media,49719,0.7134135702528516
Barbe,Guillot-sur-Arnaud,Radio,407624,0.8713281920890724
Dubois S.A.R.L.,Diaznec,Radio,42742,0.5224623537573325
Grondin Thierry S.A.R.L.,Germain,Radio,143916,0.15948370031331127
Langlois,Hoarauboeuf,Radio,111532,0.4783278098158673
Vidal Pons S.A.S.,Reynaud,TV,351051,0.689880781148637
Perret,Aubert-sur-Coulon,Billboards,259642,0.7154570158918111
Lefèvre Didier SA,Bonnet,Social Media,34303,0.854123052807919
Alexandre Raymond S.A.R.L.,Guillou,Social Media,196947,0.1421148096484548
Guillaume SARL,Lemaire-sur-Baron,Billboards,394165,0.16095900373556288
Lemonnier,Torres-sur-Bouchet,Social Media,26738,0.8727449325327167
Cohen,Saint Sébastiendan,TV,72258,0.4701876675894159
Lecoq,MartelVille,Billboards,216156,0.6192410272460337
Gimenez,Fleury,TV,206611,0.8871671753853875
Denis,Sainte Noémidan,Radio,20666,0.7721954837670891
Legros Devaux SA,Raymond-la-Forêt,Billboards,218907,0.3125797286631501
Lejeune,Da Silva,Billboards,454432,0.7263497455028358
Fabre,Chevallier,TV,329901,0.8918434140629443
Laine,Toussaintdan,Billboards,473809,0.39847090316110256
Clerc Ruiz S.A.,Imbert,Social Media,121421,0.1447273697014908
Marin SARL,Saint Adrien,Social Media,335144,0.5786003876362069
Lemonnier S.A.R.L.,Delannoy,Billboards,257633,0.37077187720141047
Gay Baudry et Fils,Delahaye,Billboards,174414,0.8579808704446006
Guillou,Gillet-sur-Clerc,Social Media,314582,0.7482939125164271
Morin SA,LemonnierBourg,Billboards,33849,0.723211663478822
Pruvost S.A.,Dupuis,Social Media,301034,0.5299957909688299
Moreau Leduc S.A.R.L.,Charrier,TV,59936,0.8358802439189785
Goncalves Hardy SARL,Benard,Radio,464226,0.5789358770249906
Grégoire,Sainte Arnaude,Billboards,178442,0.5172303604282674
Marion Klein S.A.R.L.,Bègue-les-Bains,Radio,399276,0.4263887013484303
Toussaint Leclercq et Fils,Parisdan,Billboards,496208,0.35331980001425134
Lebreton,Rossidan,TV,225792,0.22522136280969296
Delorme,Lecomte,Billboards,95894,0.4552881285181324
Collet Nguyen SA,Saint Émile,Radio,86219,0.5507487979239291
Gosselin,Pierre,Radio,434252,0.3174534792150201
Renard S.A.S.,Dias-sur-Bourdon,Billboards,427584,0.4119057621478389
Pierre Lemoine S.A.S.,De Sousa,Social Media,491038,0.11549246883544476
Lagarde,BarbierVille,Social Media,374589,0.3264896406276468
Lambert Lopes S.A.R.L.,Gillesdan,Radio,132325,0.6107232506942768
Ruiz et Fils,Raynaud,TV,260548,0.6209674553323588
Neveu,Tanguyboeuf,Radio,376911,0.7682002180201056
Baron et Fils,Pereira-la-Forêt,Social Media,238227,0.767404480069949
Rossi SARL,Guillon,TV,241105,0.1806465781542791
Jacob,VaillantBourg,TV,224131,0.8346680673975334
Lagarde Nguyen SA,Guilbert,Billboards,47265,0.16627119682199468
Hubert Bousquet S.A.R.L.,Loiseau,Radio,59846,0.2661584414045224
Bourdon,KleinBourg,TV,199382,0.16428452531763496
Legrand Jean S.A.,Guyon,Billboards,54088,0.6975879878372513
Gosselin Marchand S.A.S.,Leleu-sur-Joseph,TV,424559,0.8105220632116418
Grégoire,Guyot-la-Forêt,Billboards,258609,0.5637198074341954
Gay,Noël-la-Forêt,Social Media,375652,0.8379790202645444
Launay Blot SA,Gilles,Radio,109126,0.5829804035005545
Hoarau Voisin S.A.,Saint Léon,Social Media,292137,0.5007415814510223
Hernandez et Fils,Rouxnec,Billboards,488540,0.8323476597959705
Potier Lebrun S.A.S.,Sainte Geneviève-sur-Mer,TV,200214,0.7956572859684167
Chevalier,Saint Laurencenec,TV,191801,0.5241619974389431
Lemaître S.A.,Sainte Jules-sur-Mer,Radio,123243,0.4893911857179064
Arnaud SARL,Georges,Radio,307983,0.8853500354817949
Julien et Fils,Ledoux-sur-Barbe,Social Media,219792,0.34793184220554574
Robert Sanchez SARL,Pinto-la-Forêt,Billboards,88895,0.2588575546400712
Guibert Dumas SA,MercierBourg,Billboards,26294,0.730378033964456
Pottier S.A.R.L.,Gosselindan,TV,136846,0.605564441466401
Delahaye Martel S.A.,LegrosVille,TV,324552,0.8539100849920206
Rey Pascal et Fils,Lemonnier-les-Bains,Social Media,450845,0.6512788926164479
Jacquet Roussel S.A.R.L.,Rivière,Radio,46095,0.8635682862747691
Faure SA,Saint Franck-les-Bains,Radio,283451,0.34952819349762604
Lopes SARL,Saint Amélieboeuf,TV,344957,0.30298270318137843
Laroche,Descamps-sur-Valentin,Billboards,476723,0.533097004813646
Roussel Bourdon SARL,Vaillantdan,TV,362473,0.1508401224158803
Barre Maillet SARL,Marchal,Billboards,239449,0.4782450376565289
Valette SARL,Jean,Social Media,312008,0.7562008892511599
Nguyen et Fils,Sainte Luc,TV,301325,0.7906249893008499
Simon,Sainte Lucy-les-Bains,TV,230986,0.7300597202371178
Allain S.A.R.L.,Lejeune,Radio,319774,0.8651687393372318
Dijoux,Jacques-les-Bains,Billboards,222770,0.3805262528892276
Lambert Maillot S.A.S.,Guillotdan,Billboards,479194,0.42019850319450003
Roux S.A.,Ledoux,Radio,385341,0.42796193156440354
Boyer et Fils,Lucas,Billboards,80337,0.4573071723431087
Lemaître,Guillotboeuf,Radio,95073,0.31457722939053434
Michaud SARL,Jacques,TV,396003,0.706626313119254
Ruiz,Blondel,Radio,316478,0.455009722195136
Guichard,Guichard,Billboards,28388,0.34276208171209177
Laporte,Guillet-sur-Pruvost,Radio,457285,0.5426283107732969
Briand,Étienne-sur-Thierry,TV,266466,0.16850420044843045
Bonnet S.A.R.L.,Sainte Marguerite,Radio,134784,0.22988652503801463
Maury,LacombeBourg,Radio,193866,0.33853124539417206
Jacquet Lebreton SA,Didierdan,Social Media,392352,0.30367906643702347
Rey Masse et Fils,Langlois-sur-Coulon,Social Media,348598,0.29471106255117374
Bernard Navarro S.A.,Potier,Billboards,187754,0.34105393201490786
Martins SARL,Guibertboeuf,Billboards,433965,0.8923918983809243
Grondin SARL,Martel,Billboards,40260,0.42698867940216434
Guibert S.A.,Blanc,Social Media,297002,0.8980231599933183
Garnier Allard S.A.S.,Coste,Radio,190275,0.27505720621522933
Benoit,Nicolas,Radio,11982,0.546912070023544
Bertin Renault SA,Allard-la-Forêt,Radio,163218,0.8251647961220515
Bertrand,Ribeiro,Radio,192219,0.4927968006424339
Bouvier Bousquet S.A.S.,Regnier,TV,335395,0.48343026109657206
Neveu,Gallet,TV,24306,0.1619436479871614
Guillet SA,Lebonnec,Billboards,160650,0.8895331416663704
Petit S.A.S.,Gomez,Radio,265909,0.29520700732966676
Maréchal S.A.,Breton,Social Media,365695,0.27492070959404674
Blin Dubois S.A.,PhilippeBourg,TV,114636,0.22740980260371196
Pruvost,Sainte Stéphaniedan,Billboards,471909,0.8369594727119364
Boucher Bonnin SARL,Étienneboeuf,Billboards,193383,0.7263646933666971
Julien Bodin S.A.S.,Dupuy,Radio,224943,0.8158824135838644
De Oliveira De Oliveira S.A.S.,Sainte Théodore,Billboards,208830,0.5827283349989305
Gay,Camus,Billboards,360752,0.1785030617107128
Gomes,Gillesboeuf,Billboards,18076,0.5360221925459514
Navarro SARL,Lopez,Social Media,493465,0.7239785114946748
Pages,Riou,Social Media,467081,0.37256422441553116
Joseph,Navarro,TV,332822,0.8523539429105655
